Gletscher;Glet·scher <-s, -> [ˈglɛtʃɐ] SUBST m;1
Golf;Golf1 <-[e]s, -e> [gɔlf] SUBST m GEOL;1
Gondel;Gon·del <-, -n> [ˈgɔndl̩] SUBST f;1
Gourmet;Gour·met <-s, -s> [gʊrˈme:] SUBST m;2
Grad;Grad <-[e]s, -e> [gra:t, Pl ˈgra:də] SUBST m;1
Grammatik;Gram·ma·tik <-, -en> [graˈmatɪk] SUBST f;2
Gras;Gras <-es, Gräser> [gra:s, Pl ˈgrɛ:zɐ] SUBST nt;1
Grat;Grat <-[e]s, -e> [gra:t] SUBST m;1
Grenze;Gren·ze <-, -n> [ˈgrɛntsə] SUBST f;1
Grieche;Grie·che (Grie·chin) <-n, -n> [ˈgri:çə, ˈgri:çɪn] SUBST m (f);1
Griff;Griff <-[e]s, -e> [grɪf] SUBST m;1
Grill;Grill <-s, -s> [grɪl] SUBST m;1
Grippe;Grip·pe <-, -n> [ˈgrɪpə] SUBST f;1
Größe;Grö·ße <-, -n> [ˈgrø:sə] SUBST f;1
Grube;Gru·be <-, -n> [ˈgru:bə] SUBST f;1
Grün;Grün <-s, -s> [gry:n] SUBST nt;1
Grün;Grün <-s, -> [gry:n] SUBST nt;1
Grund;Grund <-[e]s, Gründe> [grʊnt, Pl ˈgrʏndə] SUBST m;1
Gruppe;Grup·pe <-, -n> [ˈgrʊpə] SUBST f;1
Gruß;Gruß <-es, Grüße> [gru:s, Pl ˈgry:sə] SUBST m;1
Gürtel;Gür·tel <-s, -> [ˈgʏrtl̩] SUBST m;1
Gutachten;Gut·ach·ten <-s, -> [ˈgu:tʔaxtn̩] SUBST nt;1
Haar;Haar <-[e]s, -e> [ha:ɐ̯] SUBST nt;1
Hafen;Ha·fen1 <-s, Häfen> [ˈha:fn̩, Pl ˈhɛ:fn̩] SUBST m;1
Hahn;Hahn1 <-[e]s, Hähne> [ha:n, Pl ˈhɛ:nə] SUBST m;1
Haken;Ha·ken <-s, -> [ˈha:kn̩] SUBST m;1
Hälfte;Hälf·te <-, -n> [ˈhɛlftə] SUBST f;1
Halle;Hal·le <-, -n> [ˈhalə] SUBST f;1
Hals;Hals <-es, Hälse> [hals, Pl ˈhɛlzə] SUBST m;1
Hammer;Ham·mer <-s, Hämmer> [ˈhamɐ, Pl ˈhɛmɐ] SUBST m;1
Hand;Hand <-, Hände> [hant, Pl ˈhɛndə] SUBST f;1
Händler;Händ·ler(in) <-s, -> [ˈhɛndlɐ] SUBST m(f);1
Handy;Han·dy <-s, -s> [ˈhɛndi] SUBST nt;1
Hang;Hang <-[e]s, Hänge> [haŋ, Pl ˈhɛŋə] SUBST m;1
Harfe;Har·fe <-, -n> [ˈharfə] SUBST f;1
Hase;Ha·se <-n, -n> [ˈha:zə] SUBST m;1
Haufen;Hau·fen <-s, -> [ˈhaufn̩] SUBST m;1
Haupt;Haupt <-[e]s, Häupter> [haupt, Pl ˈhɔyptɐ] SUBST nt geh;1
Haus;Haus <-es, Häuser> [haus, Pl ˈhɔyzɐ] SUBST nt;1
Haushalt;Haus·halt <-[e]s, -e> [ˈhaʊ̯shalt] SUBST m;1
Haut;Haut <-, Häute> [haut, Pl ˈhɔytə] SUBST f;1
Hebamme;Heb·am·me <-, -n> [ˈhe:pʔamə] SUBST f;2
Hecht;Hecht <-[e]s, -e> [hɛçt] SUBST m;1
Hecke;He·cke <-, -n> [ˈhɛkə] SUBST f;1
Heer;Heer <-[e]s, -e> [he:ɐ̯] SUBST nt;1
Heide;Hei·de <-, -n> [ˈhaidə] SUBST f;1
Heimat;Hei·mat <-, -en> [ˈhaima:t] SUBST f;1
Hektar;Hekt·ar <-s, -> [hɛktˈa:ɐ̯] SUBST nt;1
Hektar;Hekt·ar <-s, -> [hɛktˈa:ɐ̯] SUBST m;1
Hektar;Hekt·ar <-s, -e> [hɛktˈa:ɐ̯] SUBST nt;1
Hektar;Hekt·ar <-s, -e> [hɛktˈa:ɐ̯] SUBST m;1
Held;Held(in) <-en, -en> [hɛlt] SUBST m(f);1
Helm;Helm <-[e]s, -e> [hɛlm] SUBST m;1
Herbst;Herbst <-[e]s, -e> [hɛrpst] SUBST m;1
Herkunft;Her·kunft <-, Herkünfte> [ˈhe:ɐ̯kʊnft, Pl ˈhe:rkʏnftə] SUBST f Pl selten;1
Herz;Herz <-, -en> [hɛrts] SUBST nt;1
Hexe;He·xe <-, -n> [ˈhɛksə] SUBST f;1
Hilfe;Hil·fe <-, -n> [ˈhɪlfə] SUBST f;1
Himmel;Him·mel <-s, -> [ˈhɪml̩] SUBST m;1
Hinweis;Hin·weis <-es, -e> [ˈhɪnvais, Pl -vaizə] SUBST m;1
Hirn;Hirn <-[e]s, -e> [hɪrn] SUBST nt;1
Hitze;Hit·ze <-, -n> [ˈhɪtsə] SUBST f;1
Hobby;Hob·by <-s, -s> [ˈhɔbi] SUBST nt;1
Hochzeit;Hoch·zeit1 <-, -en> [ˈhɔxtsait] SUBST f;1
Hof;Hof <-[e]s, Höfe> [ho:f, Pl ˈhø:fə] SUBST m;1
Höhe;Hö·he <-, -n> [ˈhø:hə] SUBST f;1
Höhle;Höh·le <-, -n> [ˈhø:lə] SUBST f;1
Hölle;Höl·le <-, -n> [ˈhœlə] SUBST f Pl selten;1
Holz;Holz <-es, Hölzer> [hɔlts, Pl ˈhœltsɐ] SUBST nt;1
Honig;Ho·nig <-s, -e> [ˈho:nɪç] SUBST m;1
Horde;Hor·de1 <-, -n> [ˈhɔrdə] SUBST f;1
Horizont;Ho·ri·zont <-[e]s, -e> [horiˈtsɔnt] SUBST m;3
Horn;Horn <-[e]s, Hörner> [hɔrn, Pl ˈhœrnɐ] SUBST nt;1
Hose;Ho·se <-, -n> [ˈho:zə] SUBST f;1
Hotel;Ho·tel <-s, -s> [hoˈtɛl] SUBST nt;2
Hügel;Hü·gel <-s, -> [ˈhy:gl̩] SUBST m;1
Huhn;Huhn <-[e]s, Hühner> [hu:n, Pl ˈhy:nɐ] SUBST nt;1
Humor;Hu·mor1 <-s, -e> [huˈmo:ɐ̯] SUBST m Pl selten;2
Hund;Hund <-[e]s, -e> [hʊnt, Pl ˈhʊndə] SUBST m;1
Hut;Hut1 <-[e]s, Hüte> [hu:t, Pl ˈhy:tə] SUBST m;1
Hütte;Hüt·te <-, -n> [ˈhʏtə] SUBST f;1
Idee;I·dee <-, -n> [iˈde:, Pl iˈde:ən] SUBST f;2
Idiot;I·di·ot(in) <-en, -en> [iˈdi̯o:t] SUBST m(f);3
Illusion;Il·lu·sion <-, -en> [ɪluˈzi̯o:n] SUBST f;3
Impuls;Im·puls <-es, -e> [ɪmˈpʊls] SUBST m;2
Industrie;In·dus·trie <-, -n> [ɪndʊsˈtri:] SUBST f;3
Inhalt;In·halt <-[e]s, -e> [ˈɪnhalt] SUBST m;1
Initiative;In·i·ti·a·ti·ve <-, -n> [initsi̯aˈti:və] SUBST f;5
Insel;In·sel <-, -n> [ˈɪnzl̩] SUBST f;1
Institut;In·sti·tut <-[e]s, -e> [instiˈtu:t] SUBST nt;3
Instrument;In·stru·ment <-[e]s, -e> [ɪnstruˈmɛnt] SUBST nt;3
Integration;In·te·gra·tion <-, -en> [ɪntegraˈtsi̯o:n] SUBST f;4
Intelligenz;In·tel·li·genz <-, -en> [ɪntɛliˈgɛnts] SUBST f;4
Interesse;In·te·res·se <-s, -n> [ɪntəˈrɛsə] SUBST nt;3
Interview;In·ter·view <-s, -s> [ˈɪntɐvju:, ɪntɐˈvju:] SUBST nt;1
Investition;In·ves·ti·tion <-, -en> [ɪnvɛstiˈtsi̯o:n] SUBST f;4
Investor;In·ves·tor <-s, -en> [ɪnˈvɛsto:ɐ̯] SUBST m;2
Irrtum;Irr·tum <-[e]s, Irrtümer> [ˈɪrtu:m, Pl ˈɪrty:mɐ] SUBST m;1
Jacke;Ja·cke <-, -n> [ˈjakə] SUBST f;1
Jahr;Jahr <-[e]s, -e> [ja:ɐ̯] SUBST nt;1
Jahrhundert;Jahr·hun·dert <-s, -e> [ja:ɐ̯ˈhʊndɐt] SUBST nt;2
Jahrzehnt;Jahr·zehnt <-[e]s, -e> [ja:ɐ̯ˈtse:nt] SUBST nt;2
Jasmin;Jas·min <-s, -e> [jasˈmi:n] SUBST m;2
Job;Job <-s, -s> [dʒɔp] SUBST m;1
Joker;Jo·ker <-s, -> [ˈjo:kɐ, ˈdʃo:kɐ] SUBST m;1
Journal;Jour·nal <-s, -e> [ʒʊrˈna:l] SUBST nt;2
Journalist;Jour·na·list(in) <-en, -en> [ʒʊrnaˈlɪst] SUBST m(f);3
Junge;Jun·ge <-n, -n> [ˈjʊŋə] SUBST m;1
Jurist;Ju·rist(in) <-en, -en> [juɐɪst] SUBST m(f);2
Kabine;Ka·bi·ne <-, -n> [kaˈbi:nə] SUBST f;2
Kabinett;Ka·bi·nett1 <-s, -e> [kabiˈnɛt] SUBST nt;3
Kaffee;Kaf·fee <-s, -s> [ˈkafe] SUBST m;2
Käfig;Kä·fig <-s, -e> [ˈkɛ:fɪç, Pl ˈkɛ:fɪgə] SUBST m;1
Kakao;Ka·kao <-s, -s> [kaˈkau] SUBST m;2
Kaktus;Kak·tus <-, -se> [ˈkaktʊs, Pl kakˈte:ən, ˈkaktʊsə] SUBST m;1
Kalender;Ka·len·der <-s, -> [kaˈlɛndɐ] SUBST m;2
Kalkulation;Kal·ku·la·tion <-, -en> [kalkulaˈtsi̯o:n] SUBST f;4
Kamera;Ka·me·ra <-, -s> [ˈkaməra] SUBST f;1
Kamin;Ka·min <-s, -e> [kaˈmi:n] SUBST m;2
Kamin;Ka·min <-s, -e> [kaˈmi:n] SUBST nt;2
Kampf;Kampf <-[e]s, Kämpfe> [kampf, Pl ˈkɛmpfə] SUBST m;1
Kanal;Ka·nal <-s, Kanäle> [kaˈna:l, Pl kaˈnɛlə] SUBST m;2
Kandidat;Kan·di·dat(in) <-en, -en> [kandiˈda:t] SUBST m(f);3
Känguru;Kän·gu·ru <-s, -s> [ˈkɛŋguru] SUBST nt;1
Kantine;Kan·ti·ne <-, -n> [kanˈti:nə] SUBST f;2
Kapelle;Ka·pel·le1 <-, -n> [kaˈpɛlə] SUBST f;2
Kapital;Ka·pi·tal <-s, -e> [kapiˈta:l, Pl -li̯ən] SUBST nt;3
Kapitel;Ka·pi·tel <-s, -> [kaˈpɪtl̩] SUBST nt;2
Karawane;Ka·ra·wa·ne <-, -n> [karaˈva:nə] SUBST f;3
Karotte;Ka·rot·te <-, -n> [kaˈrɔtə] SUBST f;2
Karriere;Kar·rie·re <-, -n> [kaˈri̯e:rə] SUBST f;2
Karte;Kar·te <-, -n> [ˈkartə] SUBST f;1
Käse;Kä·se <-s, -> [ˈkɛ:zə] SUBST m;1
Kaserne;Ka·ser·ne <-, -n> [kaˈzɛrnə] SUBST f MILIT;2
Kasse;Kas·se <-, -n> [ˈkasə] SUBST f;1
Kastanie;Kas·ta·nie <-, -n> [kasˈta:ni̯ə] SUBST f BOT;2
Kasten;Kas·ten <-s, Kästen> [ˈkastn̩, Pl ˈkɛstn̩] SUBST m;1
Katastrophe;Ka·ta·stro·phe <-, -n> [kataˈstro:fə] SUBST f;3
Katze;Kat·ze <-, -n> [ˈkatsə] SUBST f;1
Kauf;Kauf <-[e]s, Käufe> [kauf, Pl ˈkɔyfə] SUBST m;1
Käufer;Käu·fer(in) <-s, -> [ˈkɔyfɐ] SUBST m(f);1
Kaviar;Ka·vi·ar <-s, -e> [ˈka:vi̯ar] SUBST m;1
Kegel;Ke·gel <-s, -> [ˈke:gl̩] SUBST m;1
Keller;Kel·ler <-s, -> [ˈkɛlɐ] SUBST m;1
Kellner;Kell·ner <-s, -> [ˈkɛlnɐ] SUBST m;1
Kern;Kern <-[e]s, -e> [kɛrn] SUBST m;1
Kessel;Kes·sel <-s, -> [ˈkɛsəl] SUBST m;1
Kette;Ket·te <-, -n> [ˈkɛtə] SUBST f;1
Kiefer;Kie·fer1 <-, -n> [ˈki:fɐ] SUBST f;1
Kiesel;Kie·sel <-s, -> [ˈki:zl̩] SUBST m;1
Kino;Ki·no <-s, -s> [ˈki:no] SUBST nt;1
Kiosk;Ki·osk <-[e]s, -e> [ˈki:ɔsk] SUBST m;1
Kirche;Kir·che <-, -n> [ˈkɪrçə] SUBST f;1
Kissen;Kis·sen <-s, -> [ˈkɪsn̩] SUBST nt;1
Kiste;Kis·te <-, -n> [ˈkɪstə] SUBST f;1
Klage;Kla·ge <-, -n> [ˈkla:gə] SUBST f;1
Klammer;Klam·mer <-, -n> [ˈklamɐ] SUBST f;1
Klang;Klang <-[e]s, Klänge> [klaŋ, Pl ˈklɛŋə] SUBST m;1
Klasse;Klas·se <-, -n> [ˈklasə] SUBST f;1
Klavier;Kla·vier <-s, -e> [klaˈvi:ɐ̯] SUBST nt;2
Kleber;Kle·ber <-s, -> [ˈkle:bɐ] SUBST m;1
Kleid;Kleid <-[e]s, -er> [klait, Pl ˈklaidɐ] SUBST nt;1
Klima;Kli·ma <-s, -s> [ˈkli:ma] SUBST nt;1
Klingel;Klin·gel <-, -n> [ˈklɪŋl̩] SUBST f;1
Klinik;Kli·nik <-, -en> [ˈkli:nɪk] SUBST f;1
Knochen;Kno·chen <-s, -> [ˈknɔxn̩] SUBST m;1
Knopf;Knopf <-[e]s, Knöpfe> [knɔpf, Pl knœpfə] SUBST m;1
Knoten;Kno·ten <-s, -> [ˈkno:tn̩] SUBST m;1
Koalition;Ko·a·li·tion <-, -en> [koʔaliˈtsi̯o:n] SUBST f;4
Koch;Koch (Kö·chin) <-s, Köche> [kɔx, ˈkœçɪn, Pl ˈkœçə] SUBST m (f);1
Koffer;Kof·fer <-s, -> [ˈkɔfɐ] SUBST m;1
Kohle;Koh·le <-, -n> [ˈko:lə] SUBST f;1
Kollege;Kol·le·ge (Kol·le·gin) <-n, -n> [kɔˈle:gə, kɔˈle:gɪn] SUBST m (f);2
Komet;Ko·met <-en, -en> [koˈme:t] SUBST m;2
Komiker;Ko·mi·ker(in) <-s, -> [ˈko:mɪkɐ] SUBST m(f);1
Kommission;Kom·mis·sion <-, -en> [kɔmɪˈsi̯o:n] SUBST f;3
Kommune;Kom·mu·ne <-, -n> [kɔˈmu:nə] SUBST f;2
Kommunikation;Kom·mu·ni·ka·tion <-, -en> [kɔmunikaˈtsi̯o:n] SUBST f;5
Kompass;Kom·pass <-es, -e> [ˈkɔmpas] SUBST m;1
Kompromiss;Kom·pro·miss <-es, -e> [kɔmproˈmɪs] SUBST m;3
Kondition;Kon·di·tion <-, -en> [kɔndiˈtsi̯o:n] SUBST f;3
Konferenz;Kon·fe·renz <-, -en> [kɔnfeˈrɛnts] SUBST f;3
Konflikt;Kon·flikt <-s, -e> [kɔnˈflɪkt] SUBST m;2
Kongress;Kon·gress <-es, -e> [kɔnˈgrɛs] SUBST m;2
König;Kö·nig <-s, -e> [ˈkø:nɪç, Pl -ɪgə] SUBST m;1
Konkurrenz;Kon·kur·renz <-, -en> [kɔnkʊˈrɛnts] SUBST f;3
Konsequenz;Kon·se·quenz <-, -en> [kɔnzeˈkvɛnts] SUBST f;3
Kontakt;Kon·takt <-[e]s, -e> [kɔnˈtakt] SUBST m;2
Kontinent;Kon·ti·nent <-[e]s, -e> [ˈkɔntinɛnt] SUBST m;3
Kontrolle;Kon·trol·le <-, -n> [kɔnˈtrɔlə] SUBST f;2
Konzept;Kon·zept <-[e]s, -e> [kɔnˈtsɛpt] SUBST nt;2
Konzern;Kon·zern <-s, -e> [kɔnˈtsɛrn] SUBST m;2
Konzert;Kon·zert <-[e]s, -e> [kɔnˈtsɛrt] SUBST nt MUS;2
Kooperation;Ko·o·pe·ra·tion <-, -en> [koʔoperaˈtsi̯o:n] SUBST f;5
Kopf;Kopf <-[e]s, Köpfe> [kɔpf, Pl ˈkœpfə] SUBST m;1
Korb;Korb <-[e]s, Körbe> [kɔrp, Pl ˈkœrbə] SUBST m;1
Körper;Kör·per <-s, -> [ˈkœrpɐ] SUBST m;1
Korridor;Kor·ri·dor <-s, -e> [ˈkɔrido:ɐ̯] SUBST m;1
Kostüm;Kos·tüm <-s, -e> [kɔsˈty:m] SUBST nt;2
Kotelett;Kote·lett <-s, -s> [kɔtˈlɛt] SUBST nt GASTRO;2
Kotelett;Kote·lett <-s, -e> [kɔtˈlɛt] SUBST nt GASTRO;2
Kraft;Kraft <-, Kräfte> [kraft, Pl ˈkrɛftə] SUBST f;1
Krähe;Krä·he <-, -n> [ˈkrɛ:ə] SUBST f;1
Kranz;Kranz <-es, Kränze> [krants, Pl ˈkrɛntsə] SUBST m;1
Krawatte;Kra·wat·te <-, -n> [kraˈvatə] SUBST f;2
Kredit;Kre·dit1 <-[e]s, -e> [kreˈdi:t, -ˈdɪt] SUBST m;2
Kreis;Kreis1 <-es, -e> [krais, Pl ˈkraizə] SUBST m;1
Kreuz;Kreuz <-es, -e> [krɔyts] SUBST nt;1
Krieg;Krieg <-[e]s, -e> [kri:k, Pl ˈkri:gə] SUBST m;1
Krise;Kri·se <-, -n> [ˈkri:zə] SUBST f;1
Kristall;Kris·tall1 <-s, -e> [krɪsˈtal] SUBST m;2
Kritik;Kri·tik <-, -en> [kriˈti:k] SUBST f;2
Kugel;Ku·gel <-, -n> [ˈku:gl̩] SUBST f;1
Kuh;Kuh <-, Kühe> [ku:, Pl ˈky:ə] SUBST f;1
Kulisse;Ku·lis·se <-, -n> [kuˈlɪsə] SUBST f;2
Kultur;Kul·tur <-, -en> [kʊlˈtu:ɐ̯] SUBST f;2
Kunde;Kun·de <-, -n> [ˈkʊndə] SUBST f Pl selten veraltend geh;1
Kunst;Kunst1 <-, Künste> [kʊnst, Pl ˈkʏnstə] SUBST f;1
Künstler;Künst·ler(in) <-s, -> [ˈkʏnstlɐ] SUBST m(f);1
Kürbis;Kür·bis <-es, -se> [ˈkʏrbɪs] SUBST m;1
Kurs;Kurs <-es, -e> [kʊrs, Pl ˈkʊrzə] SUBST m;1
Küste;Küs·te <-, -n> [ˈkʏstə] SUBST f;1
Labor;La·bor <-s, -s> [laˈbo:ɐ̯] SUBST nt;2
Labor;La·bor <-s, -e> [laˈbo:ɐ̯] SUBST nt;2
Lachs;Lachs <-es, -e> [laks] SUBST m;1
Lack;Lack <-[e]s, -e> [lak] SUBST m;1
Lage;La·ge <-, -n> [ˈla:gə] SUBST f;1
Lager;La·ger <-s, -> [ˈla:gɐ] SUBST nt;1
Laie;Lai·e (Lai·in) <-n, -n> [ˈlaiə, ˈlaiɪn] SUBST m (f);1
Lampe;Lam·pe <-, -n> [ˈlampə] SUBST f;1
Land;Land <-[e]s, Länder> [lant, Pl ˈlɛndɐ] SUBST nt;1
Länge;Län·ge <-, -n> [ˈlɛŋə] SUBST f;1
Laterne;La·ter·ne <-, -n> [laˈtɛrnə] SUBST f;2
Lauf;Lauf <-[e]s, Läufe> [lauf, Pl ˈlɔyfə] SUBST m;1
Laune;Lau·ne <-, -n> [ˈlaunə] SUBST f;1
Laut;Laut <-[e]s, -e> [laut] SUBST m;1
Laute;Lau·te <-, -n> [ˈlautə] SUBST f;1
Leben;Le·ben <-s, -> [ˈle:bn̩] SUBST nt;1
Leder;Le·der <-s, -> [ˈle:dɐ] SUBST nt;1
Lehre;Leh·re1 <-, -n> [ˈlerə] SUBST f;1
Leiter;Lei·ter(in) <-s, -> [ˈlaitɐ] SUBST m(f);1
Lektion;Lek·tion <-, -en> [lɛkˈtsi̯o:n] SUBST f;2
Lektüre;Lek·tü·re <-, -n> [lɛkˈty:rə] SUBST f;2
Leser;Le·ser(in) <-s, -> [ˈle:zɐ] SUBST m(f);1
Leuchte;Leuch·te <-, -n> [ˈlɔyçtə] SUBST f;1
Licht;Licht <-[e]s, -er> [lɪçt] SUBST nt;1
Licht;Licht <-[e]s, -e> [lɪçt] SUBST nt;1
Liebe;Lie·be <-, -n> [ˈli:bə] SUBST f;1
Liebhaber;Lieb·ha·ber(in) <-s, -> [ˈli:pha:bɐ] SUBST m(f);1
Lied;Lied <-[e]s, -er> [li:t] SUBST nt;1
Lift;Lift <-[e]s, -s> [lɪft] SUBST m;1
Lift;Lift <-[e]s, -e> [lɪft] SUBST m;1
Linie;Li·nie <-, -n> [ˈli:ni̯ə] SUBST f;1
Link;Link <-s, -s> [lɪŋk] SUBST m INET;1
Link;Link <-s, -s> [lɪŋk] SUBST nt INET;1
Liste;Lis·te <-, -n> [ˈlɪstə] SUBST f;1
Liter;Li·ter <-s, -> [ˈli:tɐ] SUBST m;1
Liter;Li·ter <-s, -> [ˈli:tɐ] SUBST nt;1
Literatur;Li·te·ra·tur <-, -en> [lɪtəraˈtu:ɐ̯] SUBST f;4
Löffel;Löf·fel <-s, -> [ˈlœfl̩] SUBST m;1
Lokal;Lo·kal <-s, -e> [loˈka:l] SUBST nt;2
Luft;Luft <-, Lüfte> [lʊft, Pl ˈlʏftə] SUBST f;1
Lust;Lust <-, Lüste> [lʊst, Pl ˈlʏstə] SUBST f;1
Macht;Macht <-, Mächte> [maxt, Pl ˈmɛçtə] SUBST f;1
Mädchen;Mäd·chen <-s, -> [ˈmɛ:tçən] SUBST nt;1
Magnet;Ma·gnet <-[e]s, -en> [maˈgne:t] SUBST m;2
Magnet;Ma·gnet <-[e]s, -e> [maˈgne:t] SUBST m;2
Maler;Ma·ler(in) <-s, -> [ˈma:lɐ] SUBST m(f);1
Management;Ma·nage·ment <-s, -s> [ˈmɛnɪtʃmənt] SUBST nt;1
Manager;Ma·na·ger(in) <-s, -> [ˈmɛnɪʤɐ] SUBST m(f);1
Mangel;Man·gel1 <-s, Mängel> [ˈmaŋl̩, Pl ˈmɛŋl̩] SUBST m;1
Mann;Mann <-[e]s, Männer> [man, Pl ˈmɛnɐ] SUBST m;1
Marathon;Ma·ra·thon1 <-s, -s> [ˈma:ratɔn] SUBST m SPORT;1
Märchen;Mär·chen <-s, -> [ˈmɛ:ɐ̯çən] SUBST nt;1
Marke;Mar·ke <-, -n> [ˈmarkə, Pl ˈmarkn̩] SUBST f;1
Markt;Markt <-[e]s, Märkte> [markt, Pl ˈmɛrktə] SUBST m;1
Maschine;Ma·schi·ne <-, -n> [maˈʃi:nə] SUBST f;2
Maß;Maß <-es, -e> [ma:s] SUBST nt;1
Maßnahme;Maß·nah·me <-, -n> [ˈma:sna:mə] SUBST f;1
Mauer;Mau·er <-, -n> [ˈmauɐ] SUBST f;1
Medizin;Me·di·zin <-, -en> [mediˈtsi:n] SUBST f;1
Meer;Meer <-[e]s, -e> [me:ɐ̯] SUBST nt;1
Meister;Meis·ter(in) <-s, -> [ˈmaistɐ] SUBST m(f);1
Melodie;Me·lo·die <-, -n> [meloˈdi:, Pl meloˈdi:ən] SUBST f;3
Menge;Men·ge <-, -n> [ˈmɛŋə] SUBST f;1
Mensch;Mensch1 <-en, -en> [ˈmɛnʃ] SUBST m;1
Messer;Mes·ser <-s, -> [ˈmɛsɐ] SUBST nt;1
Metall;Me·tall <-s, -e> [meˈtal] SUBST nt;2
Meter;Me·ter <-s, -> [ˈme:tɐ] SUBST m;1
Meter;Me·ter <-s, -> [ˈme:tɐ] SUBST nt;1
Methode;Me·tho·de <-, -n> [meˈto:də] SUBST f;2
Miete;Mie·te1 <-, -n> [ˈmi:tə] SUBST f;1
Mikrofon;Mi·kro·fon <-s, -e> [mikroˈfo:n] SUBST nt;3
Minister;Mi·nis·ter(in) <-s, -> [miˈnɪstɐ] SUBST m(f) POL;2
Minute;Mi·nu·te <-, -n> [miˈnu:tə] SUBST f;2
Mittag;Mit·tag1 <-[e]s, -e> [ˈmɪta:k, Pl ˈmɪta:gə] SUBST m;1
Mitte;Mit·te <-, -n> [ˈmɪtə] SUBST f;1
Mittel;Mit·tel <-s, -> [ˈmɪtl̩] SUBST nt;1
Möbel;Mö·bel <-s, -> [ˈmø:bl̩] SUBST nt;1
Modell;Mo·dell <-s, -e> [moˈdɛl] SUBST nt;2
Moment;Mo·ment1 <-[e]s, -e> [moˈmɛnt] SUBST m;2
Monat;Mo·nat <-[e]s, -e> [ˈmo:nat] SUBST m;1
Mond;Mond <-[e]s, -e> [mo:nt, Pl ˈmo:ndə] SUBST m;1
Mord;Mord <-[e]s, -e> [mɔrt, Pl ˈmɔrdə] SUBST m;1
Morgen;Mor·gen <-s, -> [ˈmɔrgn̩] SUBST m;1
Motor;Mo·tor <-s, -en> [ˈmo:to:ɐ̯, Pl -ˈto:rən] SUBST m;1
Motto;Mot·to <-s, -s> [ˈmɔto] SUBST nt;1
Mund;Mund <-[e]s, Münder> [mʊnt, Pl ˈmʏndɐ] SUBST m;1
Musik;Mu·sik <-, -en> [muˈzi:k] SUBST f;2
Mutter;Mut·ter1 <-, Mütter> [ˈmʊtɐ, Pl ˈmʏtɐ] SUBST f;1
Nachbar;Nach·bar(in) <-n, -n> [ˈnaxba:ɐ̯] SUBST m(f);1
Nachbar;Nach·bar(in) <-s, -n> [ˈnaxba:ɐ̯] SUBST m(f);1
Nachricht;Nach·richt <-, -en> [ˈna:xrɪçt] SUBST f;1
Nacht;Nacht <-, Nächte> [naxt, Pl ˈnɛçtə] SUBST f;1
Name;Na·me <-s, -n> [ˈna:mə] SUBST m;1
Nase;Na·se <-, -n> [ˈna:zə] SUBST f;1
Nation;Na·tion <-, -en> [naˈtsi̯o:n] SUBST f;2
Natur;Na·tur <-, -en> [naˈtu:ɐ̯, Pl naˈtu:rən] SUBST f;2
Nebel;Ne·bel <-s, -> [ˈne:bl̩] SUBST m;1
Neffe;Nef·fe <-n, -n> [ˈnɛfə] SUBST m;1
Nerv;Nerv <-s, -en> [nɛrf, Pl ˈnɛrfn̩] SUBST m;1
Nerv;Nerv <-en, -en> [nɛrf, Pl ˈnɛrfn̩] SUBST m;1
Netz;Netz <-es, -e> [nɛts] SUBST nt;1
Nichts;Nichts <-, -e> [nɪçts] SUBST nt;1
Niveau;Ni·veau <-s, -s> [niˈvo:] SUBST nt;2
Not;Not <-, Nöte> [no:t, Pl ˈnø:tə] SUBST f;1
Note;No·te <-, -n> [ˈno:tə] SUBST f;1
Notiz;No·tiz <-, -en> [noˈti:ts] SUBST f;2
Nummer;Num·mer <-, -n> [ˈnʊmɐ] SUBST f;1
Nuss;Nuss <-, Nüsse> [nʊs, Pl ˈnʏsə] SUBST f;1
Objekt;Ob·jekt <-[e]s, -e> [ɔpˈjɛkt] SUBST nt;2
Ofen;Ofen <-s, Öfen> [ˈo:fn̩, Pl ˈø:fn̩] SUBST m;1
Ohr;Ohr <-[e]s, -en> [o:ɐ̯] SUBST nt;1
Öl;Öl <-[e]s, -e> [ø:l] SUBST nt;1
Oma;O·ma <-, -s> [ˈo:ma] SUBST f;1
Onkel;On·kel <-s, -> [ˈɔŋkl̩] SUBST m;1
Oper;Oper <-, -n> [ˈo:pɐ] SUBST f MUS;1
Operation;O·pe·ra·tion <-, -en> [opəraˈtsi̯o:n] SUBST f;4
Opfer;Op·fer <-s, -> [ˈɔpfɐ] SUBST nt;1
Opposition;Op·po·si·tion <-, -en> [ɔpoziˈtsi̯o:n] SUBST f;4
Option;Op·tion <-, -en> [ɔpˈtsi̯o:n] SUBST f;2
Orange;O·ran·ge <-, -n> [oˈrã:ʒə, oˈraŋʒə] SUBST f ;2
Orchester;Or·ches·ter <-s, -> [ɔrˈkɛstɐ, ɔrˈçɛstɐ] SUBST nt MUS;2
Organisation;Or·ga·ni·sa·tion <-, -en> [ɔrganizaˈtsi̯o:n] SUBST f;5
Ort;Ort1 <-[e]s, -e> [ɔrt] SUBST m;1
Ozean;O·ze·an <-s, -e> [ˈo:tsea:n] SUBST m;1
Paket;Pa·ket <-[e]s, -e> [paˈke:t] SUBST nt;2
Palast;Pa·last <-[e]s, Paläste> [paˈlast, Pl paˈlɛstə] SUBST m;2
